,User_ID,Cust_name,Product_ID,Gender,Age Group,Age,Marital_Status,State,Zone,Occupation,Product_Category,Orders,Amount,Status,unnamed1
2116,1003777,Trupti,P00000142,F,18-25,23,0,Karnataka,Southern,Food Processing,Food,3,15465.0,,
2117,1005779,Pranjali,P00024342,F,26-35,33,1,Uttar Pradesh,Central,Media,Food,3,15465.0,,
2118,1001183,Mahima,P00147942,F,36-45,36,0,Delhi,Central,Media,Food,4,15463.0,,
2119,1004116,Ramesh,P00002342,F,36-45,45,0,Madhya Pradesh,Central,Banking,Food,2,15463.0,,
2120,1000543,Mukund,P00285042,F,26-35,33,1,Uttar Pradesh,Central,IT Sector,Food,3,15462.0,,
2121,1000456,Akancha,P00286642,F,36-45,39,0,Uttar Pradesh,Central,Food Processing,Food,1,15462.0,,
2125,1004026,Troy,P00124242,F,26-35,27,1,Bihar,Eastern,IT Sector,Food,3,15459.0,,
2126,1000509,Rohan,P00124242,F,26-35,32,1,Haryana,Northern,IT Sector,Food,2,15458.0,,
2127,1003908,Pradeep,P00021842,F,26-35,32,0,Uttar Pradesh,Central,Media,Food,3,15458.0,,
2128,1001616,Manish,P00184942,F,26-35,29,0,Delhi,Central,Media,Food,1,15457.0,,
2129,1004673,Lee,P00114442,F,36-45,38,0,Karnataka,Southern,Hospitality,Food,3,15456.0,,
2131,1000664,Deborah,P0097142,F,36-45,40,0,Haryana,Northern,IT Sector,Food,3,15455.0,,
2138,1001279,Hitesh,P00246142,F,36-45,39,0,Karnataka,Southern,Chemical,Food,4,15450.0,,
2139,1004502,Kaydos,P00057942,F,51-55,52,1,Maharashtra,Western,Hospitality,Food,1,15450.0,,
2140,1000424,Sudevi,P00365042,F,26-35,26,0,Uttar Pradesh,Central,Aviation,Food,4,15449.0,,
2141,1000637,Lawera,P00114442,F,36-45,38,0,Bihar,Eastern,Banking,Food,4,15448.0,,
2142,1004260,Lisha,P00369142,F,26-35,34,0,Gujarat,Western,IT Sector,Food,3,15448.0,,
2143,1001548,Arpita,P00327842,F,36-45,41,1,Uttar Pradesh,Central,Media,Food,4,15448.0,,
2146,1005347,Don,P00249142,F,26-35,27,0,Uttar Pradesh,Central,Retail,Food,2,15446.0,,
2148,1004513,Kiefer,P00280342,F,55+,86,1,Delhi,Central,Chemical,Food,2,15441.0,,
2149,1001230,Saptadeep,P00111642,F,26-35,28,0,Uttar Pradesh,Central,Agriculture,Food,3,15438.0,,
2151,1002611,Rachna,P00260042,F,26-35,35,0,Delhi,Central,Retail,Food,3,15433.0,,
2154,1003683,Gross,P00345842,F,26-35,31,0,Karnataka,Southern,Govt,Food,3,15425.0,,
2155,1000647,Nida,P00229742,F,36-45,45,1,Uttar Pradesh,Central,Agriculture,Food,2,15425.0,,
2156,1001077,Elpida,P00246342,F,26-35,35,1,Andhra Pradesh,Southern,Govt,Food,1,15423.0,,
2158,1001032,Geetanjali,P00256642,F,51-55,51,0,Gujarat,Western,Healthcare,Food,2,15422.0,,
2159,1004882,Jill,P00155442,F,46-50,46,1,Madhya Pradesh,Central,Agriculture,Food,2,15419.0,,
2162,1000623,McGrath,P00000142,F,26-35,30,0,Maharashtra,Western,IT Sector,Food,2,15415.0,,
2163,1000190,Mrinal,P00058042,F,26-35,33,0,Uttar Pradesh,Central,Banking,Food,2,15415.0,,
2164,1004879,Saurabh,P00115942,F,26-35,33,0,Andhra Pradesh,Southern,IT Sector,Food,4,15414.0,,
2165,1005511,Cox,P00204242,F,46-50,48,1,Bihar,Eastern,IT Sector,Food,1,15412.0,,
2167,1003612,Jitesh,P00289842,F,26-35,32,0,Uttar Pradesh,Central,Lawyer,Food,2,15410.0,,
2170,1003611,Ankit,P00112742,F,26-35,33,0,Karnataka,Southern,Aviation,Food,3,15408.0,,
2171,1000335,Ivan,P00101842,F,36-45,40,0,Bihar,Eastern,IT Sector,Food,1,15407.0,,
2172,1001666,Swint,P00274242,F,26-35,29,0,Delhi,Central,Govt,Food,4,15405.0,,
2173,1005471,Zettner,P00059442,F,18-25,19,1,Karnataka,Southern,IT Sector,Food,2,15404.0,,
2174,1003491,Freymann,P00327342,F,26-35,26,1,Maharashtra,Western,Govt,Food,3,15404.0,,
2175,1004543,Shivam,P00133742,F,26-35,29,0,Gujarat,Western,Automobile,Food,4,15403.0,,
2176,1003329,Armold,P00111042,F,51-55,55,0,Delhi,Central,Automobile,Food,1,15402.0,,
2177,1005565,Deborah,P00146042,F,18-25,21,1,Madhya Pradesh,Central,Banking,Food,3,15401.0,,
2178,1000302,Sundaresam,P00239942,F,18-25,18,0,Maharashtra,Western,Retail,Food,3,15401.0,,
2180,1002105,VanderZanden,P00298542,F,26-35,32,1,Delhi,Central,Food Processing,Food,3,15399.0,,
2181,1002507,Lakshmi,P00156242,F,26-35,33,1,Maharashtra,Western,Banking,Food,3,15399.0,,
2182,1004454,Joel,P00247142,F,26-35,35,0,Maharashtra,Western,Chemical,Food,1,15399.0,,
2183,1001137,Dave,P00350942,F,18-25,22,1,Madhya Pradesh,Central,Lawyer,Food,1,15397.0,,
2185,1004448,Akshat,P00348942,F,26-35,30,1,Madhya Pradesh,Central,Hospitality,Food,2,15396.0,,
2186,1004543,Shivam,P00302942,F,26-35,28,0,Maharashtra,Western,Hospitality,Food,3,15396.0,,
2187,1001142,Hitika,P00113242,F,18-25,21,1,Uttar Pradesh,Central,Textile,Food,2,15394.0,,
2188,1005013,Vijay,P00265242,F,18-25,22,0,Bihar,Eastern,Chemical,Food,2,15393.0,,
2189,1002302,Leslie,P00302142,F,51-55,53,1,Maharashtra,Western,Media,Food,1,15392.0,,
2190,1004732,Sudheer,P00182242,F,26-35,35,1,Maharashtra,Western,Media,Food,4,15391.0,,
2191,1002935,Dean,P00184242,F,26-35,28,0,Madhya Pradesh,Central,Aviation,Food,1,15389.0,,
2193,1003600,Damala,P00294242,F,36-45,41,0,Karnataka,Southern,Banking,Food,2,15388.0,,
2194,1003493,Monisha,P00084442,F,26-35,35,0,Uttar Pradesh,Central,Aviation,Food,1,15386.0,,
2195,1002625,Powers,P00243742,F,36-45,40,0,Karnataka,Southern,Healthcare,Food,2,15385.0,,
2197,1002643,Jim,P00176442,F,46-50,49,0,Madhya Pradesh,Central,Aviation,Food,1,15383.0,,
2200,1002611,Rachna,P00121642,F,26-35,26,1,Madhya Pradesh,Central,Construction,Food,4,15380.0,,
2201,1006016,Sauptik,P00154742,F,46-50,49,0,Uttar Pradesh,Central,IT Sector,Food,4,15380.0,,
2202,1000272,Steele,P00036442,F,18-25,20,0,Maharashtra,Western,IT Sector,Food,4,15378.0,,
2203,1005085,Parin,P00155742,F,55+,75,0,Uttar Pradesh,Central,IT Sector,Food,4,15378.0,,
2204,1005831,Kalyca,P00259142,F,26-35,29,1,Delhi,Central,Media,Food,2,15377.0,,
2206,1001837,Hazel,P00138542,F,26-35,29,1,Uttar Pradesh,Central,IT Sector,Food,2,15374.0,,
2208,1005823,Vijay,P00230442,F,26-35,31,0,Uttar Pradesh,Central,Aviation,Food,2,15371.0,,
2210,1003476,Lalita,P00152742,F,51-55,55,0,Haryana,Northern,Media,Food,1,15369.0,,
2211,1002685,West,P00343042,F,46-50,48,0,Maharashtra,Western,Healthcare,Food,1,15369.0,,
2213,1003365,Nandita,P00114042,F,51-55,52,0,Uttar Pradesh,Central,IT Sector,Food,4,15364.0,,
2214,1003128,Donovan,P00142942,F,18-25,24,0,Bihar,Eastern,Healthcare,Food,2,15363.0,,
2215,1004412,Barbara,P00265242,F,18-25,20,0,Karnataka,Southern,Govt,Food,3,15362.0,,
2217,1004601,Gaurav,P00042142,F,36-45,44,1,Uttar Pradesh,Central,Chemical,Food,3,15362.0,,
2218,1002948,Lee,P00310142,F,18-25,21,0,Gujarat,Western,Agriculture,Food,2,15361.0,,
2219,1001677,Gaurav,P00251242,F,18-25,24,0,Karnataka,Southern,IT Sector,Food,1,15359.0,,
2221,1005492,Engle,P00347642,F,18-25,21,1,Bihar,Eastern,Media,Food,2,15358.0,,
2222,1003099,Shahid,P00170342,F,26-35,29,1,Madhya Pradesh,Central,Chemical,Food,3,15358.0,,
2223,1001528,Halladay,P00251242,F,26-35,26,1,Andhra Pradesh,Southern,Aviation,Food,1,15357.0,,
2224,1004041,Fritzler,P00001042,F,18-25,24,0,Haryana,Northern,Media,Food,4,15357.0,,
2225,1000881,Beeghly,P00356842,F,18-25,22,0,Maharashtra,Western,Banking,Food,4,15356.0,,
2226,1005321,Beltran,P00100442,F,26-35,26,0,Maharashtra,Western,Govt,Food,4,15356.0,,
2227,1000482,Mukesh,P00323942,F,26-35,32,1,Uttar Pradesh,Central,Aviation,Food,3,15356.0,,
2228,1002380,Swati,P00369342,F,26-35,30,1,Karnataka,Southern,Govt,Food,1,15355.0,,
2233,1001447,Aastha,P00029542,F,18-25,20,0,Karnataka,Southern,Govt,Food,4,15351.0,,
2235,1003737,Payne,P00146742,F,26-35,31,0,Karnataka,Southern,IT Sector,Food,3,15348.0,,
2236,1002960,Kimmel,P00120242,F,18-25,19,1,Maharashtra,Western,Govt,Food,2,15348.0,,
2237,1002223,Adrian,P00236342,F,26-35,28,0,Maharashtra,Western,Healthcare,Food,3,15348.0,,
2238,1004022,Seth,P00212742,F,36-45,38,0,Maharashtra,Western,Banking,Food,1,15347.0,,
2239,1001639,Charika,P00128742,F,26-35,30,1,Uttar Pradesh,Central,Retail,Food,4,15347.0,,
2240,1001447,Aastha,P00316642,F,18-25,18,1,Delhi,Central,Media,Food,1,15346.0,,
2241,1004591,Christensen,P00244742,F,26-35,33,0,Delhi,Central,Construction,Food,1,15346.0,,
2242,1004682,Vishakha,P0094642,F,26-35,29,1,Karnataka,Southern,Aviation,Food,4,15346.0,,
2243,1004510,Crebagga,P00117942,F,46-50,47,1,Karnataka,Southern,IT Sector,Food,1,15345.0,,
2244,1003824,Dilbeck,P00264642,F,26-35,26,0,Uttar Pradesh,Central,Automobile,Food,2,15344.0,,
2245,1004830,Gilcrest,P00139942,F,0-17,15,0,Andhra Pradesh,Southern,Govt,Food,3,15342.0,,
2246,1001412,Shami,P00184442,F,26-35,27,0,Himachal Pradesh,Northern,Hospitality,Food,2,15341.0,,
2247,1003931,Delaney,P00326942,F,26-35,29,0,Maharashtra,Western,Lawyer,Food,3,15341.0,,
2248,1000297,Priyanka,P00148642,F,18-25,24,1,Karnataka,Southern,Banking,Food,4,15340.0,,
2250,1001470,Abhijeet,P00369842,F,18-25,20,1,Uttar Pradesh,Central,Aviation,Food,2,15336.0,,
2253,1001116,Mugdha,P00270842,F,26-35,26,0,Uttar Pradesh,Central,Aviation,Food,2,15333.0,,
2254,1004054,Hitesh,P00032342,F,36-45,42,0,Uttar Pradesh,Central,Lawyer,Food,2,15333.0,,
2256,1001422,Patricia,P00110842,F,36-45,45,1,Gujarat,Western,Aviation,Food,2,15332.0,,
2258,1000998,Charles,P00054342,F,46-50,49,0,Madhya Pradesh,Central,IT Sector,Food,4,15332.0,,
2259,1005954,Charlotte,P00139942,F,46-50,50,0,Delhi,Central,Govt,Food,1,15331.0,,
2260,1000718,Ed,P00046742,F,18-25,25,0,Uttar Pradesh,Central,Media,Food,1,15330.0,,
2261,1001749,Glassco,P00366942,F,26-35,29,0,Haryana,Northern,Retail,Food,3,15329.0,,
2262,1001502,Abhijit,P00044442,F,18-25,24,0,Delhi,Central,Govt,Food,3,15326.0,,
2264,1003662,Taslimi,P0095542,F,36-45,40,0,Kerala,Southern,Govt,Food,2,15325.0,,
2265,1002814,Taslimi,P0098342,F,36-45,36,0,Maharashtra,Western,Textile,Food,2,15325.0,,
2266,1003690,Fein,P00051642,F,18-25,23,0,Uttar Pradesh,Central,Aviation,Food,2,15324.0,,
2270,1005837,Kunst,P00010742,F,26-35,35,0,Maharashtra,Western,Healthcare,Food,2,15315.0,,
2271,1005733,Grinstein,P00222242,F,26-35,35,0,Maharashtra,Western,IT Sector,Food,2,15314.0,,
2272,1003808,Vishakha,P00344042,F,26-35,29,0,Maharashtra,Western,Healthcare,Food,2,15311.0,,
2273,1000007,Heather,P00036842,F,36-45,36,1,Bihar,Eastern,Media,Food,2,15310.0,,
2274,1002859,Shaily,P00240142,F,18-25,18,0,Karnataka,Southern,Agriculture,Food,2,15309.0,,
2276,1003641,Cacioppo,P00303642,F,26-35,33,0,Delhi,Central,Healthcare,Food,2,15306.0,,
2279,1000707,Suhani,P00015642,F,36-45,44,1,Maharashtra,Western,Automobile,Food,4,15300.0,,
2280,1002156,Granlund,P00183042,F,18-25,21,1,Gujarat,Western,Food Processing,Food,2,15299.0,,
2281,1002837,Ordway,P00148642,F,18-25,19,0,Haryana,Northern,Media,Food,2,15298.0,,
2282,1004824,Herman,P00057742,F,26-35,31,1,Maharashtra,Western,Healthcare,Food,4,15298.0,,
2283,1002348,Noopur,P00071442,F,51-55,51,1,Delhi,Central,IT Sector,Food,4,15297.0,,
2284,1005046,Derr,P00006842,F,26-35,31,1,Maharashtra,Western,Banking,Food,4,15296.0,,
2285,1005100,Spruell,P00196542,F,51-55,55,0,Andhra Pradesh,Southern,Healthcare,Food,4,15295.0,,
2286,1001552,Sanjna,P00188942,F,46-50,49,1,Uttar Pradesh,Central,Automobile,Food,1,15295.0,,
2287,1000741,Coyne,P00179442,F,26-35,32,0,Madhya Pradesh,Central,Banking,Food,2,15294.0,,
2289,1003118,Dhirajendu,P00228642,F,26-35,28,0,Uttar Pradesh,Central,Banking,Food,2,15287.0,,
2292,1002771,Sukant,P00163842,F,18-25,18,1,Gujarat,Western,Aviation,Food,1,15285.0,,
2293,1000457,Shivanshu,P00192942,F,18-25,20,1,Uttar Pradesh,Central,Govt,Food,2,15285.0,,
2294,1004607,Turumella,P00102242,F,26-35,35,0,Uttar Pradesh,Central,Automobile,Food,3,15284.0,,
2295,1002537,Cindy,P00116542,F,36-45,39,1,Jharkhand,Eastern,Retail,Food,4,15283.0,,
2296,1005029,Marc,P00003442,F,26-35,32,0,Madhya Pradesh,Central,Agriculture,Food,2,15283.0,,
2297,1005482,Daksh,P00145042,F,18-25,19,0,Uttar Pradesh,Central,Retail,Food,4,15283.0,,
2299,1001692,Lomonaco,P00085942,F,36-45,36,1,Maharashtra,Western,Media,Food,2,15280.0,,
2300,1002457,Latchford,P00035542,F,26-35,30,0,Maharashtra,Western,Hospitality,Food,3,15279.0,,
2301,1005156,Brooks,P0009942,F,18-25,19,0,Gujarat,Western,Healthcare,Food,2,15278.0,,
2303,1001016,Applegate,P00286742,F,55+,85,0,Madhya Pradesh,Central,IT Sector,Food,4,15273.0,,
2304,1005585,Mhatre,P00209742,F,26-35,34,0,Uttar Pradesh,Central,Construction,Food,3,15273.0,,
2305,1000264,Parna,P00183242,F,36-45,42,1,Uttar Pradesh,Central,Media,Food,4,15273.0,,
2306,1005574,Foulston,P00254242,F,26-35,35,1,Andhra Pradesh,Southern,IT Sector,Food,3,15272.0,,
2308,1001968,Tron,P00105142,F,26-35,32,0,Uttar Pradesh,Central,Govt,Food,1,15269.0,,
2310,1002743,Patil,P00332442,F,26-35,27,0,Andhra Pradesh,Southern,Agriculture,Food,1,15267.0,,
2311,1005473,Tillman,P00031042,F,26-35,29,0,Andhra Pradesh,Southern,Chemical,Food,1,15267.0,,
2312,1000539,Deborah,P00341342,F,26-35,26,1,Karnataka,Southern,Media,Food,4,15266.0,,
2313,1001430,Raksha,P00112842,F,18-25,19,0,Uttar Pradesh,Central,Aviation,Food,2,15265.0,,
2314,1002402,Lichtenstein,P00178042,F,46-50,50,0,Delhi,Central,Hospitality,Food,1,15264.0,,
2316,1003874,Phillina,P00193742,F,26-35,28,0,Haryana,Northern,Aviation,Food,4,15262.0,,
2317,1004367,Deggeller,P0095742,F,36-45,39,1,Madhya Pradesh,Central,Healthcare,Food,3,15262.0,,
2319,1000223,Hernandez,P00110742,F,26-35,33,1,Madhya Pradesh,Central,Media,Food,2,15261.0,,
2320,1001377,Wooten,P00014642,F,36-45,36,0,Delhi,Central,Media,Food,2,15260.0,,
2321,1003541,Ishpreet,P00285842,F,26-35,30,0,Uttar Pradesh,Central,Aviation,Food,2,15260.0,,
2322,1000851,Thompson,P00270942,F,18-25,21,0,Delhi,Central,Govt,Food,2,15256.0,,
2323,1002833,Max,P00270242,F,26-35,32,1,Telangana,Southern,Food Processing,Food,4,15256.0,,
2324,1000015,Jacobs,P00302442,F,26-35,29,0,Andhra Pradesh,Southern,Chemical,Food,2,15254.0,,
2325,1004312,Eaton,P00093642,F,26-35,31,0,Andhra Pradesh,Southern,Healthcare,Food,3,15254.0,,
2326,1003733,Darley,P00370442,F,18-25,20,0,Karnataka,Southern,Hospitality,Food,1,15254.0,,
2327,1003768,Braxton,P00351942,F,26-35,35,0,Maharashtra,Western,Banking,Food,2,15254.0,,
2328,1001101,Gibson,P00185442,F,36-45,38,0,Uttar Pradesh,Central,Healthcare,Food,2,15254.0,,
2329,1001667,Mane,P00341342,F,51-55,53,0,Haryana,Northern,Media,Food,1,15251.0,,
2330,1004899,Wasserman,P00265342,F,26-35,31,1,Delhi,Central,Govt,Food,1,15250.0,,
2331,1004167,Aparajita,P00226242,F,26-35,34,0,Kerala,Southern,Media,Food,2,15249.0,,
2332,1002857,Sukant,P00132042,F,26-35,33,0,Maharashtra,Western,Aviation,Food,3,15248.0,,
2334,1000424,Sudevi,P00074142,F,26-35,26,0,Maharashtra,Western,Aviation,Food,3,15247.0,,
2336,1003890,Ayush,P00205042,F,18-25,25,1,Karnataka,Southern,Chemical,Food,2,15246.0,,
2337,1001837,Hazel,P00204242,F,26-35,29,1,Maharashtra,Western,Media,Food,1,15246.0,,
2343,1005570,Sanjay,P00288042,F,26-35,30,1,Bihar,Eastern,Aviation,Food,2,15240.0,,
2344,1001496,Haushalter,P00108842,F,26-35,31,0,Haryana,Northern,Healthcare,Food,4,15240.0,,
2348,1004447,Ajay,P00226842,F,46-50,46,0,Madhya Pradesh,Central,Govt,Food,1,15237.0,,
2351,1001422,Patricia,P00138542,F,36-45,40,0,Uttar Pradesh,Central,Textile,Food,4,15236.0,,
2353,1001119,Avish,P00014542,F,36-45,43,0,Uttar Pradesh,Central,Construction,Food,4,15234.0,,
2354,1004153,Heidel,P00078542,F,51-55,51,0,Uttar Pradesh,Central,IT Sector,Food,4,15234.0,,
2355,1005948,Lebron,P00307442,F,55+,70,0,Uttar Pradesh,Central,Banking,Food,1,15234.0,,
2358,1003823,Denise,P00259742,F,55+,78,0,Uttar Pradesh,Central,Healthcare,Food,2,15232.0,,
2359,1001011,Avni,P00005042,F,26-35,35,0,Delhi,Central,Retail,Food,3,15231.0,,
2364,1004979,Kennedy,P00217242,F,36-45,44,0,Uttar Pradesh,Central,Aviation,Food,1,15227.0,,
2366,1003558,Irene,P00223842,F,18-25,20,1,Haryana,Northern,Banking,Food,4,15226.0,,
2367,1001331,Foulston,P00111442,F,46-50,48,0,Uttar Pradesh,Central,Banking,Food,1,15225.0,,
2368,1004508,Phonely,P00163442,F,26-35,27,1,Haryana,Northern,IT Sector,Food,3,15223.0,,
2369,1003469,Schoenberger,P00196742,F,46-50,47,1,Telangana,Southern,Healthcare,Food,2,15223.0,,
2371,1005684,Mick,P00222242,F,18-25,24,0,Madhya Pradesh,Central,Govt,Food,4,15221.0,,
2372,1001496,Haushalter,P00233342,F,26-35,29,1,Uttar Pradesh,Central,Lawyer,Food,1,15219.0,,
2373,1003885,Swetha,P00174142,F,26-35,30,0,Madhya Pradesh,Central,Chemical,Food,2,15218.0,,
2374,1005831,Kalyca,P00090542,F,26-35,28,1,Rajasthan,Northern,Aviation,Food,1,15218.0,,
2375,1002483,Aarushi,P00313442,F,55+,66,0,Uttar Pradesh,Central,Retail,Food,1,15218.0,,
2376,1003409,DeCherney,P00034742,F,26-35,33,0,Madhya Pradesh,Central,Hospitality,Food,4,15217.0,,
2378,1005420,Französisch,P00156842,F,0-17,13,0,Karnataka,Southern,Healthcare,Food,1,15213.0,,
2379,1003557,Craven,P00087442,F,18-25,24,1,Maharashtra,Western,Govt,Food,3,15212.0,,
2382,1002165,Black,P00106042,F,26-35,35,1,Maharashtra,Western,Hospitality,Food,3,15208.0,,
2385,1002676,Jitesh,P00177942,F,55+,72,0,Haryana,Northern,Lawyer,Food,2,15204.0,,
2386,1003062,Currie,P00250242,F,18-25,22,0,Maharashtra,Western,Lawyer,Food,3,15204.0,,
2387,1001875,Kelly,P00240442,F,36-45,37,0,Maharashtra,Western,Automobile,Food,2,15204.0,,
2388,1000654,Bergman,P00279442,F,51-55,51,0,Uttar Pradesh,Central,Media,Food,1,15204.0,,
2390,1002063,Shreyshi,P00245642,F,26-35,33,0,Karnataka,Southern,Hospitality,Food,1,15201.0,,
2391,1005313,Dorothy,P00335542,F,55+,79,0,Madhya Pradesh,Central,Hospitality,Food,4,15201.0,,
2392,1001543,Ankur,P00315642,F,26-35,28,0,Uttar Pradesh,Central,Govt,Food,3,15201.0,,
2396,1003488,Maddox,P00129842,F,46-50,46,1,Maharashtra,Western,Healthcare,Food,4,15198.0,,
2397,1005826,Srishti,P00249642,F,18-25,20,0,Delhi,Central,Aviation,Food,4,15197.0,,
2398,1001457,Monisha,P00329442,F,26-35,33,0,Karnataka,Southern,Media,Food,2,15197.0,,
2401,1004112,Mrunal,P00001042,F,46-50,48,1,Karnataka,Southern,Hospitality,Food,4,15195.0,,
2402,1005615,Ritu,P00084442,F,36-45,39,1,Uttar Pradesh,Central,Aviation,Food,3,15195.0,,
2403,1002866,Ausman,P00345842,F,26-35,28,1,Karnataka,Southern,Aviation,Food,2,15192.0,,
2406,1001329,Linda,P00145042,F,18-25,20,0,Maharashtra,Western,Aviation,Food,3,15191.0,,
2407,1001501,Amol,P0096042,F,26-35,28,1,Karnataka,Southern,Healthcare,Food,4,15190.0,,
2408,1003475,Cousins,P00260142,F,26-35,34,1,Uttar Pradesh,Central,Lawyer,Food,4,15190.0,,
2409,1000509,Rohan,P00234842,F,26-35,30,0,Uttar Pradesh,Central,IT Sector,Food,4,15189.0,,
2410,1001473,Luxemburg,P00339842,F,26-35,34,0,Uttar Pradesh,Central,Automobile,Food,3,15189.0,,
2414,1001990,Ballentine,P00253542,F,26-35,29,0,Uttar Pradesh,Central,Media,Food,2,15187.0,,
2416,1005029,Marc,P00324542,F,26-35,32,0,Uttar Pradesh,Central,Lawyer,Food,2,15185.0,,
2417,1003476,Lalita,P00266542,F,51-55,55,0,Uttar Pradesh,Central,Media,Food,2,15185.0,,
2418,1004312,Eaton,P00303142,F,26-35,27,1,Maharashtra,Western,IT Sector,Food,1,15183.0,,
2419,1001551,Darley,P00369742,F,26-35,32,1,Maharashtra,Western,Aviation,Food,3,15182.0,,
2420,1004774,Bixby,P00334242,F,46-50,48,1,Maharashtra,Western,Lawyer,Food,3,15182.0,,
2421,1002063,Shreyshi,P00180642,F,26-35,33,0,Delhi,Central,Banking,Hand & Power Tools,2,15181.0,,
2423,1004312,Eaton,P00367342,F,26-35,27,1,Uttar Pradesh,Central,Aviation,Food,4,15181.0,,
2424,1001647,Norvell,P00320842,F,18-25,24,0,Bihar,Eastern,Aviation,Food,4,15179.0,,
2425,1003901,Paromita,P00352242,F,18-25,25,1,Karnataka,Southern,Hospitality,Food,2,15179.0,,
2426,1004013,Michelle,P00173042,F,26-35,31,0,Karnataka,Southern,Construction,Food,2,15178.0,,
2427,1003804,Sheetal,P00025442,F,26-35,29,0,Karnataka,Southern,Lawyer,Food,3,15176.0,,
2428,1001797,Akshata,P00210042,F,36-45,38,1,Delhi,Central,Aviation,Food,4,15174.0,,
2430,1005837,Kunst,P00034442,F,26-35,28,1,Andhra Pradesh,Southern,Media,Food,1,15171.0,,
2431,1005255,Liston,P00304042,F,0-17,16,0,Uttar Pradesh,Central,Hospitality,Food,2,15169.0,,
2433,1002922,Goranitis,P00248142,F,26-35,29,0,Maharashtra,Western,Hospitality,Food,2,15166.0,,
2434,1001278,Phalguni,P00199442,F,18-25,18,0,Delhi,Central,Aviation,Food,1,15165.0,,
2435,1003201,Sonal,P00195342,F,46-50,47,0,Delhi,Central,Hospitality,Food,3,15165.0,,
2436,1004140,Bertelson,P00193042,F,26-35,32,1,Andhra Pradesh,Southern,IT Sector,Food,2,15164.0,,
2438,1004084,Tillman,P00229942,F,55+,80,0,Maharashtra,Western,Automobile,Food,4,15163.0,,
2441,1004958,Corey,P00184342,F,18-25,23,0,Karnataka,Southern,Govt,Food,4,15160.0,,
2443,1003064,Reed,P00358442,F,36-45,41,1,Delhi,Central,Govt,Hand & Power Tools,4,15102.0,,
2445,1000637,Lawera,P00113042,F,36-45,38,1,Delhi,Central,Banking,Hand & Power Tools,4,14893.0,,
2446,1003346,Pete,P00052242,F,36-45,36,0,Delhi,Central,Hospitality,Hand & Power Tools,4,14759.0,,
2447,1002063,Shreyshi,P00018642,F,26-35,27,1,Delhi,Central,Retail,Hand & Power Tools,3,14663.0,,
2448,1002888,Corey-Lock,P00184942,F,26-35,31,0,Andhra Pradesh,Southern,IT Sector,Auto,2,14641.0,,
2449,1003727,Baird,P00186342,F,36-45,39,0,Uttar Pradesh,Central,Hospitality,Auto,2,14640.0,,
2452,1003585,Kirti,P00213442,F,36-45,40,1,Andhra Pradesh,Southern,IT Sector,Auto,1,14325.0,,
2453,1001470,Abhijeet,P00309742,F,18-25,20,0,Maharashtra,Western,Govt,Auto,2,14323.0,,
2457,1002526,Shreya,P00274242,F,55+,82,0,Andhra Pradesh,Southern,Media,Auto,1,14063.0,,
2459,1003910,Rohan,P00249642,F,26-35,26,0,Andhra Pradesh,Southern,Construction,Auto,1,13963.0,,
2461,1001202,Diwakar,P00277642,F,36-45,39,0,Andhra Pradesh,Southern,Food Processing,Auto,3,13832.0,,
2462,1001050,Nishant,P00184842,F,26-35,30,0,Maharashtra,Western,Retail,Sports Products,4,13702.0,,
2464,1000148,Rutuja,P00024742,F,51-55,51,0,Gujarat,Western,Govt,Sports Products,3,13675.0,,
2465,1001978,Sathya,P00220242,F,0-17,12,0,Karnataka,Southern,Retail,Sports Products,3,13667.0,,
2467,1000669,Jesslyn,P00051142,F,26-35,34,0,Maharashtra,Western,Media,Sports Products,3,13662.0,,
2468,1005457,Andreadi,P00226342,F,18-25,25,1,Maharashtra,Western,Agriculture,Sports Products,2,13658.0,,
2470,1003024,Hildebrand,P00303942,F,36-45,45,1,Maharashtra,Western,Agriculture,Sports Products,4,13653.0,,
2471,1000490,Lloyd,P00110742,F,0-17,16,1,Bihar,Eastern,Hospitality,Sports Products,4,13650.0,,
2472,1004259,Vicky,P00340642,F,36-45,45,0,Karnataka,Southern,Hospitality,Sports Products,4,13647.0,,
2473,1005475,Frank,P00284642,F,26-35,32,0,Haryana,Northern,Media,Sports Products,2,13624.0,,
2474,1001550,Andrew,P00132042,F,18-25,24,0,Maharashtra,Western,Retail,Sports Products,2,13618.0,,
2476,1002504,Murry,P00059742,F,26-35,34,1,Bihar,Eastern,Chemical,Sports Products,3,13610.0,,
2478,1001796,Wardle,P00087342,F,51-55,54,0,Karnataka,Southern,Healthcare,Sports Products,1,13609.0,,
2479,1005394,Cari,P00033542,F,18-25,23,0,Andhra Pradesh,Southern,Textile,Sports Products,1,13608.0,,
2480,1004422,Andreada,P00057542,F,26-35,32,0,Himachal Pradesh,Northern,IT Sector,Sports Products,3,13607.0,,
2483,1005536,Troy,P00261542,F,26-35,31,0,Uttar Pradesh,Central,Govt,Sports Products,1,13578.0,,
2484,1005575,Medina,P00240442,F,36-45,44,0,Gujarat,Western,Lawyer,Sports Products,2,13576.0,,
2485,1001667,Mane,P00132642,F,51-55,51,0,Bihar,Eastern,IT Sector,Sports Products,2,13575.0,,
2486,1004104,Heather,P00087442,F,18-25,21,1,Maharashtra,Western,Chemical,Sports Products,3,13560.0,,
